time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
1.5,ue_n042_0001,gNB_4G_2,-69,gNB_5G,-66,0.114688,0,-1,0,42.0361,28
2.5,ue_n042_0001,gNB_4G_2,-68,gNB_5G,-65,0.270336,0,-1,0,43.4068,28
3.5,ue_n042_0001,gNB_5G,-64,gNB_4G_2,-67,0.278528,1,0.639928,0,46.0671,28
3.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-79,0.04096,0,-1,0,63.0414,28
4.5,ue_n042_0001,gNB_5G,-65,gNB_4G_2,-66,0.270336,1,1.63993,0,32.9185,28
4.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-78,0.098304,0,-1,0,66.7978,28
4.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-67,0.155648,0,-1,0,59.6383,-1
4.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-68,0.385024,0,-1,0,56.7482,28
4.5,ue_n042_0002,gNB_4G_2,-68,gNB_5G,-65,0.32768,0,-1,0,43.8238,28
5.5,ue_n042_0001,gNB_4G_2,-67,gNB_5G,-77,0.270336,2,0.639928,1,28.7133,28
5.5,car_north_peak_001,gNB_4G_1,-45,gNB_4G_2,-77,0.098304,0,-1,0,62.3335,28
5.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-67,0.311296,0,-1,0,59.6383,-1
5.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-68,0.8192,0,-1,0,58.2566,28
5.5,ue_n042_0002,gNB_4G_2,-67,gNB_5G,-64,0.679936,0,-1,0,43.4065,28
6.5,ue_n042_0001,gNB_4G_2,-65,gNB_5G,-70,0.278528,2,1.63993,1,38.4237,28
6.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-76,0.098304,0,-1,0,62.7924,28
6.5,car_north_peak_002_rider,gNB_4G_1,-46,gNB_4G_2,-71,0.319488,0,-1,0,63.0414,28
