# KHU_Final seed=21, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
3.000,car_north_peak_001_rider,-249.050,514.900,30.120,true
3.000,ue_n043_0001,-348.034,84.123,33.470,true
4.000,car_north_peak_001_rider,-246.052,514.522,30.120,true
4.000,ue_n043_0001,-348.653,85.393,33.449,true
4.000,ue_n043_0002,-349.624,86.284,33.380,true
5.000,car_north_peak_001_rider,-246.068,512.129,30.120,true
5.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
5.000,ue_n043_0001,-349.255,86.655,33.406,true
5.000,ue_n043_0002,-348.332,85.815,33.375,true
6.000,car_north_peak_001_rider,-246.097,507.718,30.120,true
6.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
6.000,ue_n043_0001,-349.862,87.908,33.334,true
6.000,ue_n043_0002,-347.029,85.342,33.370,true
6.000,car_north_peak_002,-246.050,514.880,30.120,true
7.000,car_north_peak_001_rider,-246.129,502.733,30.120,true
7.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
7.000,ue_n042_0001,-369.356,182.114,28.370,true
7.000,ue_n043_0001,-350.461,89.142,33.233,true
7.000,ue_n043_0002,-345.721,84.867,33.366,true
7.000,ue_n043_0003,-349.117,86.100,33.378,true
7.000,car_north_peak_002,-246.057,513.838,30.120,true
8.000,car_north_peak_001_rider,-246.161,497.775,30.120,true
8.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
8.000,ue_n042_0001,-369.640,182.691,28.370,true
8.000,ue_n043_0001,-351.059,90.389,33.132,true
8.000,ue_n043_0002,-344.435,84.400,33.361,true
8.000,ue_n043_0003,-347.808,85.625,33.373,true
8.000,car_north_peak_002,-246.078,510.649,30.120,true
9.000,car_north_peak_001_rider,-246.194,492.802,30.120,true
9.000,car_north_peak_003_rider,-246.050,514.880,30.120,true
9.000,ue_n042_0001,-369.833,184.024,28.370,true
9.000,ue_n043_0001,-351.670,91.638,32.994,true
9.000,ue_n043_0002,-343.088,83.911,33.356,true
9.000,ue_n043_0003,-346.478,85.142,33.368,true
9.000,car_north_peak_002,-246.110,505.694,30.120,true
10.000,car_north_peak_001_rider,-246.226,487.837,30.120,true
10.000,car_north_peak_003_rider,-246.057,513.808,30.120,true
10.000,ue_n042_0001,-370.022,185.391,28.370,true
10.000,ue_n043_0001,-352.262,92.879,32.839,true
10.000,ue_n043_0002,-341.752,83.427,33.352,true
10.000,ue_n043_0003,-345.159,84.663,33.364,true
10.000,car_north_peak_002,-246.144,500.486,30.120,true
11.000,car_north_peak_001_rider,-246.258,482.870,30.120,true
11.000,car_north_peak_003_rider,-246.078,510.598,30.120,true
11.000,ue_n042_0001,-370.221,186.779,28.370,true
11.000,ue_n043_0001,-352.864,94.122,32.678,true
11.000,ue_n043_0002,-340.474,82.962,33.347,true
11.000,ue_n043_0003,-343.862,84.192,33.359,true
11.000,car_north_peak_002,-246.177,495.302,30.120,true
