# KHU_Final seed=15, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,ue_ujeongwon_0001,-309.435,404.777,24.690,true
1.000,car_north_peak_001,-246.053,514.377,30.120,true
2.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
2.000,ue_n001_0001,-237.041,501.619,30.120,true
2.000,ue_ujeongwon_0001,-310.113,403.565,24.690,true
2.000,car_north_peak_001,-246.070,511.752,30.120,true
3.000,car_north_peak_002_rider,-246.050,514.880,30.120,true
3.000,ue_n001_0001,-238.460,501.641,30.120,true
3.000,ue_ujeongwon_0001,-310.431,402.345,24.690,true
3.000,car_north_peak_001,-246.100,507.122,30.120,true
4.000,car_north_peak_002_rider,-242.853,514.362,30.120,true
4.000,ue_n001_0001,-239.845,501.663,30.120,true
4.000,ue_ujeongwon_0001,-309.429,401.338,24.690,true
4.000,car_north_peak_001,-246.138,501.398,30.120,true
5.000,car_north_peak_002_rider,-242.870,511.818,30.120,true
5.000,ue_n001_0001,-241.248,501.686,30.120,true
5.000,ue_ujeongwon_0001,-308.466,400.368,24.690,true
5.000,car_north_peak_001,-246.175,495.663,30.120,true
6.000,car_north_peak_002_rider,-242.900,507.254,30.120,true
6.000,ue_n001_0001,-242.688,501.709,30.120,true
6.000,ue_n042_0001,-371.376,179.418,28.389,true
6.000,ue_ujeongwon_0001,-307.482,399.370,24.690,true
6.000,car_north_peak_001,-246.212,489.947,30.120,true
7.000,car_north_peak_002_rider,-242.935,501.823,30.120,true
7.000,ue_n001_0001,-244.045,501.730,30.120,true
7.000,ue_n042_0001,-371.123,180.798,28.389,true
7.000,ue_ujeongwon_0001,-306.481,398.362,24.690,true
7.000,car_north_peak_001,-246.250,484.218,30.120,true
8.000,car_north_peak_002_rider,-242.970,496.419,30.120,true
8.000,ue_n001_0001,-245.437,501.753,30.120,true
8.000,ue_n042_0001,-370.873,182.164,28.388,true
8.000,ue_ujeongwon_0001,-305.490,397.363,24.690,true
8.000,car_north_peak_001,-246.287,478.496,30.120,true
8.000,car_north_peak_003,-246.052,514.634,30.120,true
9.000,car_north_peak_002_rider,-243.005,491.007,30.120,true
9.000,ue_n001_0001,-246.815,501.775,30.120,true
9.000,ue_n042_0001,-370.619,183.552,28.387,true
9.000,ue_ujeongwon_0001,-304.491,396.357,24.690,true
9.000,car_north_peak_001,-246.324,472.763,30.120,true
9.000,car_north_peak_003,-246.066,512.450,30.120,true
10.000,car_north_peak_002_rider,-243.041,485.576,30.120,true
10.000,car_north_peak_004_rider,-249.050,514.900,30.120,true
10.000,ue_n001_0001,-248.232,501.537,30.120,true
10.000,ue_n042_0001,-370.369,184.915,28.386,true
10.000,ue_ujeongwon_0001,-303.538,395.397,24.690,true
10.000,car_north_peak_001,-246.309,467.045,30.117,true
10.000,car_north_peak_003,-246.093,508.259,30.120,true
11.000,car_north_peak_002_rider,-243.076,480.153,30.120,true
11.000,car_north_peak_004_rider,-242.852,514.619,30.120,true
11.000,ue_n001_0001,-249.514,501.547,30.119,true
11.000,ue_n042_0001,-370.117,186.293,28.386,true
11.000,ue_ujeongwon_0001,-302.565,394.414,24.690,true
