# KHU_Final seed=4, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,car_north_peak_001_rider,-249.050,514.900,30.120,true
2.000,car_north_peak_001_rider,-246.052,514.523,30.120,true
3.000,car_north_peak_001_rider,-246.068,512.126,30.120,true
4.000,car_north_peak_001_rider,-246.097,507.630,30.120,true
4.000,car_north_peak_002,-246.050,514.880,30.120,true
5.000,car_north_peak_001_rider,-246.134,502.025,30.120,true
5.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
5.000,car_north_peak_002,-246.057,513.815,30.120,true
6.000,car_north_peak_001_rider,-246.170,496.397,30.120,true
6.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
6.000,car_north_peak_002,-246.078,510.534,30.120,true
7.000,car_north_peak_001_rider,-246.207,490.775,30.120,true
7.000,car_north_peak_003_rider,-246.050,514.880,30.120,true
7.000,car_north_peak_002,-246.113,505.163,30.120,true
8.000,car_north_peak_001_rider,-246.243,485.167,30.120,true
8.000,car_north_peak_003_rider,-246.057,513.811,30.120,true
8.000,car_north_peak_002,-246.154,498.959,30.120,true
9.000,car_north_peak_001_rider,-246.280,479.533,30.120,true
9.000,car_north_peak_003_rider,-246.078,510.564,30.120,true
9.000,ue_n001_0001,-231.961,494.715,30.120,true
9.000,car_north_peak_002,-246.193,492.933,30.120,true
10.000,car_north_peak_001_rider,-246.317,473.919,30.120,true
10.000,car_north_peak_003_rider,-246.111,505.552,30.120,true
10.000,ue_n001_0001,-231.985,493.302,30.120,true
10.000,car_north_peak_002,-246.231,487.060,30.120,true
10.000,car_north_peak_004,-246.051,514.733,30.120,true
11.000,car_north_peak_001_rider,-246.321,468.305,30.118,true
11.000,car_north_peak_003_rider,-246.145,500.247,30.120,true
11.000,ue_n001_0001,-231.999,491.929,30.120,true
11.000,car_north_peak_002,-246.269,481.281,30.120,true
11.000,car_north_peak_004,-246.064,512.794,30.120,true
12.000,car_north_peak_001_rider,-246.269,462.682,30.114,true
12.000,car_north_peak_003_rider,-246.180,494.937,30.120,true
12.000,ue_n001_0001,-232.010,490.500,30.120,true
12.000,car_north_peak_002,-246.306,475.567,30.120,true
12.000,car_north_peak_004,-246.090,508.774,30.120,true
13.000,car_north_peak_001_rider,-246.216,457.066,30.110,true
13.000,car_north_peak_003_rider,-246.214,489.618,30.120,true
13.000,ue_n001_0001,-232.020,489.150,30.120,true
13.000,car_north_peak_002,-246.336,469.885,30.120,true
13.000,car_north_peak_004,-246.122,503.796,30.120,true
14.000,car_north_peak_001_rider,-246.164,451.444,30.105,true
14.000,car_north_peak_003_rider,-246.249,484.328,30.120,true
14.000,ue_n001_0001,-232.027,487.716,30.120,true
14.000,car_north_peak_002,-246.283,464.236,30.115,true
14.000,car_north_peak_004,-246.154,498.825,30.120,true
15.000,car_north_peak_001_rider,-246.111,445.836,30.101,true
15.000,car_north_peak_003_rider,-246.283,479.014,30.120,true
15.000,ue_n001_0001,-232.034,486.370,30.249,true
15.000,car_north_peak_002,-246.230,458.585,30.111,true
15.000,car_north_peak_004,-246.187,493.855,30.120,true
16.000,car_north_peak_001_rider,-246.762,440.294,30.100,true
16.000,car_north_peak_003_rider,-246.318,473.708,30.120,true
16.000,ue_n001_0001,-232.040,484.937,30.461,true
