# KHU_Final seed=5, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
3.000,car_north_peak_001,-246.050,514.807,30.120,true
4.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
4.000,ue_ujeongwon_0001,-309.788,404.147,24.690,true
4.000,car_north_peak_001,-246.062,513.052,30.120,true
5.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
5.000,ue_ujeongwon_0001,-310.460,402.945,24.690,true
5.000,car_north_peak_001,-246.087,509.234,30.120,true
6.000,car_north_peak_002_rider,-246.050,514.808,30.120,true
6.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
6.000,ue_ujeongwon_0001,-309.918,401.829,24.690,true
6.000,car_north_peak_001,-246.122,503.775,30.120,true
7.000,car_north_peak_002_rider,-246.062,513.092,30.120,true
7.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
7.000,ue_ujeongwon_0001,-308.914,400.820,24.690,true
7.000,car_north_peak_001,-246.158,498.214,30.120,true
8.000,car_north_peak_002_rider,-246.087,509.204,30.120,true
8.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
8.000,ue_n042_0001,-371.385,179.372,28.389,true
8.000,ue_ujeongwon_0001,-307.907,399.801,24.690,true
8.000,car_north_peak_001,-246.195,492.634,30.120,true
9.000,car_north_peak_002_rider,-246.122,503.814,30.120,true
9.000,car_north_peak_003_rider,-246.050,514.806,30.120,true
9.000,ue_n042_0001,-371.138,180.717,28.389,true
9.000,ue_ujeongwon_0001,-306.913,398.796,24.690,true
9.000,car_north_peak_001,-246.231,487.069,30.120,true
10.000,car_north_peak_002_rider,-246.158,498.325,30.120,true
10.000,car_north_peak_003_rider,-246.061,513.140,30.120,true
10.000,ue_n042_0001,-370.888,182.082,28.388,true
10.000,ue_ujeongwon_0001,-305.962,397.838,24.690,true
10.000,car_north_peak_001,-246.267,481.502,30.120,true
11.000,car_north_peak_002_rider,-246.194,492.825,30.120,true
11.000,car_north_peak_003_rider,-246.085,509.454,30.120,true
11.000,ue_n042_0001,-370.628,183.500,28.387,true
11.000,ue_ujeongwon_0001,-304.967,396.836,24.690,true
11.000,car_north_peak_001,-246.303,475.930,30.120,true
12.000,car_north_peak_002_rider,-246.229,487.322,30.120,true
12.000,car_north_peak_003_rider,-246.123,503.732,30.120,true
12.000,ue_n042_0001,-370.378,184.866,28.386,true
12.000,ue_ujeongwon_0001,-304.018,395.881,24.690,true
12.000,car_north_peak_001,-246.340,470.353,30.120,true
12.000,car_north_peak_004,-246.052,514.515,30.120,true
13.000,car_north_peak_002_rider,-246.265,481.819,30.120,true
13.000,car_north_peak_003_rider,-246.163,497.531,30.120,true
13.000,ue_n042_0001,-370.126,186.244,28.386,true
13.000,ue_ujeongwon_0001,-303.014,394.869,24.690,true
13.000,car_north_peak_001,-246.288,464.766,30.116,true
13.000,car_north_peak_004,-246.068,512.149,30.120,true
14.000,car_north_peak_002_rider,-246.301,476.321,30.120,true
14.000,car_north_peak_003_rider,-246.203,491.329,30.120,true
14.000,ue_n042_0001,-369.870,187.636,28.385,true
14.000,ue_n042_0002,-369.240,182.062,28.370,true
14.000,ue_ujeongwon_0001,-302.043,393.885,24.690,true
14.000,car_north_peak_001,-246.236,459.176,30.111,true
14.000,car_north_peak_004,-246.096,507.804,30.120,true
14.000,car_north_peak_005,-246.050,514.880,30.120,true
15.000,car_north_peak_002_rider,-246.337,470.802,30.120,true
15.000,car_north_peak_003_rider,-246.244,485.127,30.120,true
15.000,ue_n042_0001,-369.620,189.004,28.384,true
15.000,ue_n042_0002,-369.624,182.573,28.370,true
15.000,ue_ujeongwon_0001,-301.050,392.882,24.690,true
15.000,car_north_peak_001,-246.184,453.593,30.107,true
15.000,car_north_peak_004,-246.130,502.573,30.120,true
15.000,car_north_peak_005,-246.057,513.816,30.120,true
16.000,car_north_peak_002_rider,-246.293,465.301,30.116,true
16.000,car_north_peak_003_rider,-246.284,479.000,30.120,true
16.000,ue_n042_0001,-369.372,190.355,28.383,true
16.000,ue_n042_0002,-369.817,183.907,28.370,true
16.000,ue_ujeongwon_0001,-300.074,391.900,24.690,true
16.000,car_north_peak_001,-246.132,448.008,30.103,true
16.000,car_north_peak_004,-246.164,497.350,30.120,true
16.000,car_north_peak_005,-246.078,510.528,30.120,true
17.000,car_north_peak_002_rider,-246.242,459.800,30.112,true
17.000,car_north_peak_003_rider,-246.322,473.106,30.120,true
17.000,ue_n042_0001,-369.120,191.731,28.383,true
17.000,ue_n042_0002,-370.009,185.299,28.370,true
17.000,ue_n042_0003,-371.351,179.555,28.389,true
17.000,ue_n043_0001,-348.968,86.046,33.377,true
17.000,ue_ujeongwon_0001,-299.123,390.937,24.690,true
17.000,car_north_peak_001,-246.140,442.432,30.100,true
17.000,car_north_peak_004,-246.198,492.130,30.120,true
17.000,car_north_peak_005,-246.111,505.535,30.120,true
17.000,car_north_peak_006,-246.051,514.733,30.120,true
18.000,car_north_peak_002_rider,-246.191,454.308,30.108,true
18.000,car_north_peak_003_rider,-246.312,467.349,30.118,true
18.000,ue_n042_0001,-368.862,193.141,28.382,true
18.000,ue_n042_0002,-370.194,186.618,28.370,true
18.000,ue_n042_0003,-371.105,180.897,28.389,true
18.000,ue_n043_0001,-347.675,85.577,33.373,true
18.000,ue_n043_0002,-347.856,83.746,33.470,true
18.000,ue_ujeongwon_0001,-298.160,389.963,24.690,true
18.000,car_north_peak_001,-246.235,436.861,30.100,true
18.000,car_north_peak_004,-246.232,486.905,30.120,true
18.000,car_north_peak_005,-246.144,500.387,30.120,true
18.000,car_north_peak_006,-246.063,512.811,30.120,true
19.000,car_north_peak_002_rider,-246.139,448.797,30.103,true
19.000,car_north_peak_003_rider,-246.259,461.673,30.113,true
19.000,ue_n042_0001,-368.607,194.535,28.381,true
19.000,ue_n042_0002,-370.390,187.988,28.370,true
19.000,ue_n042_0003,-370.857,182.251,28.388,true
19.000,ue_n043_0001,-346.346,85.094,33.368,true
19.000,ue_n043_0002,-348.469,85.025,33.460,true
19.000,ue_ujeongwon_0001,-297.179,388.975,24.690,true
19.000,car_north_peak_001,-246.333,431.275,30.100,true
19.000,car_north_peak_004,-246.266,481.680,30.120,true
19.000,car_north_peak_005,-246.178,495.223,30.120,true
19.000,car_north_peak_006,-246.089,508.846,30.120,true
