time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
1.5,ue_n042_0001,gNB_4G_2,-69,gNB_5G,-66,0.32768,0,-1,0,42.0361,28
2.5,ue_n042_0001,gNB_4G_2,-68,gNB_5G,-65,0.745472,0,-1,0,42.764,28
3.5,ue_n042_0001,gNB_5G,-64,gNB_4G_2,-69,0.73728,1,0.839928,0,46.0671,28
3.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-79,0.16384,0,-1,0,63.0414,28
4.5,ue_n042_0001,gNB_5G,-65,gNB_4G_2,-66,0.745472,1,1.83993,0,32.9185,28
4.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-77,0.376832,0,-1,0,66.7978,28
4.5,car_north_peak_002_rider,gNB_4G_1,-46,gNB_4G_2,-68,0.139264,0,-1,0,60.5802,-1
4.5,car_north_peak_003_rider,gNB_4G_1,-47,gNB_4G_2,-68,0.278528,0,-1,0,58.2566,28
4.5,ue_n042_0002,gNB_4G_2,-68,gNB_5G,-65,0.08192,0,-1,0,43.8238,28
5.5,ue_n042_0001,gNB_4G_2,-67,gNB_5G,-77,0.745472,2,0.639928,1,45.432,28
5.5,car_north_peak_001,gNB_4G_1,-45,gNB_4G_2,-76,0.36864,0,-1,0,62.3335,28
5.5,car_north_peak_002_rider,gNB_4G_1,-46,gNB_4G_2,-67,0.278528,0,-1,0,60.5802,-1
5.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-68,0.581632,0,-1,0,58.2566,28
5.5,ue_n042_0002,gNB_4G_2,-67,gNB_5G,-64,0.180224,0,-1,0,43.4065,28
6.5,ue_n042_0001,gNB_4G_2,-65,gNB_5G,-70,0.745472,2,1.63993,1,44.3631,28
6.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-77,0.36864,0,-1,0,62.7924,28
6.5,car_north_peak_002_rider,gNB_4G_1,-45,gNB_4G_2,-72,0.28672,0,-1,0,63.0414,28
6.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-68,0.589824,0,-1,0,58.2566,28
6.5,ue_n042_0002,gNB_5G,-64,gNB_4G_2,-67,0.180224,1,0.639928,0,45.1642,28
7.5,ue_n042_0001,gNB_4G_2,-66,gNB_5G,-67,0.745472,2,2.63993,1,45.7298,28
7.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-77,0.376832,0,-1,0,61.8468,28
7.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-78,0.278528,0,-1,0,66.7977,28
7.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-68,0.581632,0,-1,0,58.2566,28
7.5,ue_n042_0002,gNB_5G,-66,gNB_4G_2,-66,0.180224,1,1.63993,0,32.9185,28
7.5,ue_ujeongwon_0001,gNB_4G_1,-60,gNB_5G,-62,0.237568,0,-1,0,49.4398,28
8.5,ue_n042_0001,gNB_4G_2,-65,gNB_5G,-67,0.745472,2,3.63993,1,46.7338,28
8.5,car_north_peak_001,gNB_4G_1,-46,gNB_5G,-76,0.36864,0,-1,0,66.9354,28
8.5,car_north_peak_002_rider,gNB_4G_1,-45,gNB_4G_2,-77,0.28672,0,-1,0,62.3335,28
8.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-68,0.589824,0,-1,0,58.2566,28
8.5,ue_n042_0002,gNB_4G_2,-67,gNB_5G,-77,0.172032,2,0.639928,1,46.847,28
8.5,ue_ujeongwon_0001,gNB_4G_1,-62,gNB_5G,-62,0.540672,0,-1,0,49.7143,28
9.5,ue_n042_0001,gNB_4G_2,-63,gNB_5G,-67,0.745472,2,4.63993,1,49.5451,28
9.5,car_north_peak_001,gNB_4G_1,-46,gNB_4G_2,-77,0.376832,0,-1,0,63.1849,28
9.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-76,0.278528,0,-1,0,34.9788,28
9.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-71,0.581632,0,-1,0,63.0414,28
9.5,ue_n042_0002,gNB_4G_2,-64,gNB_5G,-68,0.180224,2,1.63993,1,43.5826,28
9.5,ue_ujeongwon_0001,gNB_4G_1,-60,gNB_5G,-65,0.548864,0,-1,0,52.5215,28
10.5,ue_n042_0001,gNB_4G_2,-61,gNB_5G,-70,0.745472,2,5.63993,1,49.888,28
10.5,car_north_peak_001,gNB_4G_1,-48,gNB_4G_2,-77,0.36864,0,-1,0,65.1505,28
10.5,car_north_peak_002_rider,gNB_4G_1,-50,gNB_5G,-78,0.28672,0,-1,0,56.3416,28
10.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-78,0.589824,0,-1,0,66.798,28
10.5,ue_n042_0002,gNB_4G_2,-67,gNB_5G,-70,0.180224,2,2.63993,1,45.7069,28
10.5,ue_ujeongwon_0001,gNB_4G_1,-59,gNB_5G,-79,0.548864,0,-1,0,52.5829,28
11.5,ue_n042_0001,gNB_4G_2,-61,gNB_5G,-67,0.745472,2,6.63993,1,48.2577,28
11.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-71,0.376832,0,-1,0,66.8531,28
11.5,car_north_peak_002_rider,gNB_4G_1,-51,gNB_5G,-75,0.278528,0,-1,0,59.0714,28
11.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-77,0.581632,0,-1,0,62.3337,28
11.5,ue_n042_0002,gNB_4G_2,-65,gNB_5G,-67,0.172032,2,3.63993,1,46.7209,28
11.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_5G,-95,0.540672,0,-1,0,52.8701,28
12.5,ue_n042_0001,gNB_4G_2,-60,gNB_5G,-68,0.745472,2,7.63993,1,54.6055,28
12.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-63,0.36864,0,-1,0,65.9463,28
12.5,car_north_peak_002_rider,gNB_4G_1,-48,gNB_5G,-77,0.278528,0,-1,0,66.0876,28
12.5,car_north_peak_003_rider,gNB_4G_1,-47,gNB_4G_2,-76,0.581632,0,-1,0,34.6953,28
12.5,ue_n042_0002,gNB_4G_2,-63,gNB_5G,-67,0.180224,2,4.63993,1,48.8249,28
12.5,ue_ujeongwon_0001,gNB_4G_1,-57,gNB_5G,-84,0.548864,0,-1,0,54.9878,28
12.5,car_north_peak_004,gNB_4G_1,-44,gNB_4G_2,-79,0.32768,0,-1,0,63.0385,28
13.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-68,0.745472,2,8.63993,1,55.3388,28
13.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-65,0.376832,0,-1,0,67.5374,28
13.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_5G,-76,0.28672,0,-1,0,67.7579,28
13.5,car_north_peak_003_rider,gNB_4G_1,-49,gNB_4G_2,-76,0.589824,0,-1,0,61.998,28
