# KHU_Final seed=964, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,car_north_peak_001,-246.050,514.880,30.120,true
2.000,car_north_peak_001,-246.058,513.597,30.120,true
3.000,ue_n042_0001,-371.435,179.099,28.390,true
3.000,car_north_peak_001,-246.080,510.199,30.120,true
4.000,ue_n042_0001,-371.177,180.504,28.389,true
4.000,car_north_peak_001,-246.115,504.939,30.120,true
5.000,ue_n042_0001,-370.921,181.899,28.388,true
5.000,car_north_peak_001,-246.151,499.423,30.120,true
5.000,car_north_peak_002,-246.052,514.639,30.120,true
6.000,ue_n042_0001,-370.671,183.264,28.387,true
6.000,ue_ujeongwon_0001,-309.575,404.527,24.690,true
6.000,car_north_peak_001,-246.187,493.900,30.120,true
6.000,car_north_peak_002,-246.065,512.558,30.120,true
7.000,ue_n001_0001,-228.656,498.712,30.130,true
7.000,ue_n042_0001,-370.422,184.628,28.387,true
7.000,ue_ujeongwon_0001,-310.254,403.314,24.690,true
7.000,car_north_peak_001,-246.222,488.387,30.120,true
7.000,car_north_peak_002,-246.092,508.483,30.120,true
8.000,ue_n001_0001,-227.288,498.334,30.135,true
8.000,ue_n042_0001,-370.163,186.037,28.386,true
8.000,ue_ujeongwon_0001,-310.230,402.143,24.690,true
8.000,car_north_peak_001,-246.258,482.873,30.120,true
8.000,car_north_peak_002,-246.124,503.478,30.120,true
8.000,car_north_peak_003,-246.054,514.204,30.120,true
9.000,ue_n001_0001,-225.946,497.962,30.139,true
9.000,ue_n042_0001,-369.909,187.428,28.385,true
9.000,ue_ujeongwon_0001,-309.215,401.122,24.690,true
9.000,car_north_peak_001,-246.294,477.347,30.120,true
9.000,car_north_peak_002,-246.157,498.461,30.120,true
9.000,car_north_peak_003,-246.073,511.404,30.120,true
10.000,ue_n001_0001,-224.550,497.576,30.144,true
10.000,ue_n042_0001,-369.657,188.800,28.384,true
10.000,ue_ujeongwon_0001,-308.246,400.145,24.690,true
10.000,car_north_peak_001,-246.330,471.840,30.120,true
10.000,car_north_peak_002,-246.189,493.464,30.120,true
10.000,car_north_peak_003,-246.104,506.571,30.120,true
10.000,car_north_peak_004,-246.050,514.855,30.120,true
11.000,ue_n001_0001,-223.164,497.192,30.148,true
11.000,ue_n042_0001,-369.410,190.151,28.384,true
11.000,ue_ujeongwon_0001,-307.277,399.164,24.690,true
11.000,car_north_peak_001,-246.303,466.324,30.117,true
11.000,car_north_peak_002,-246.222,488.449,30.120,true
11.000,car_north_peak_003,-246.139,501.165,30.120,true
11.000,car_north_peak_004,-246.060,513.301,30.120,true
12.000,ue_n001_0001,-221.780,496.809,30.153,true
12.000,ue_n042_0001,-369.156,191.534,28.383,true
12.000,ue_ujeongwon_0001,-306.312,398.191,24.690,true
12.000,ue_ujeongwon_0002,-309.499,404.662,24.690,true
