# KHU_Final seed=932, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,ue_ujeongwon_0001,-309.710,404.286,24.690,true
2.000,car_north_peak_001_rider,-246.050,514.880,30.120,true
2.000,ue_ujeongwon_0001,-310.405,403.044,24.690,true
3.000,car_north_peak_001_rider,-246.055,514.036,30.120,true
3.000,ue_ujeongwon_0001,-309.962,401.874,24.690,true
4.000,car_north_peak_001_rider,-246.075,511.056,30.120,true
4.000,ue_ujeongwon_0001,-308.995,400.902,24.690,true
5.000,car_north_peak_001_rider,-246.107,506.126,30.120,true
5.000,ue_ujeongwon_0001,-307.975,399.870,24.690,true
6.000,car_north_peak_001_rider,-246.143,500.624,30.120,true
6.000,ue_ujeongwon_0001,-307.013,398.897,24.690,true
6.000,car_north_peak_002,-246.054,514.211,30.120,true
7.000,car_north_peak_001_rider,-246.179,495.124,30.120,true
7.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
7.000,ue_ujeongwon_0001,-306.048,397.924,24.690,true
7.000,car_north_peak_002,-246.073,511.332,30.120,true
8.000,car_north_peak_001_rider,-246.214,489.625,30.120,true
8.000,car_north_peak_003_rider,-246.050,514.880,30.120,true
8.000,ue_ujeongwon_0001,-305.060,396.930,24.690,true
8.000,car_north_peak_002,-246.104,506.617,30.120,true
9.000,car_north_peak_001_rider,-246.250,484.117,30.120,true
9.000,car_north_peak_003_rider,-246.054,514.222,30.120,true
9.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
9.000,ue_n042_0001,-371.531,178.574,28.390,true
9.000,ue_ujeongwon_0001,-304.110,395.973,24.690,true
9.000,car_north_peak_002,-246.136,501.698,30.120,true
10.000,car_north_peak_001_rider,-246.286,478.611,30.120,true
10.000,car_north_peak_003_rider,-246.072,511.477,30.120,true
10.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
10.000,ue_n042_0001,-371.280,179.945,28.389,true
10.000,ue_ujeongwon_0001,-303.152,395.009,24.690,true
10.000,car_north_peak_002,-246.168,496.784,30.120,true
11.000,car_north_peak_001_rider,-246.322,473.109,30.120,true
11.000,car_north_peak_003_rider,-246.104,506.647,30.120,true
11.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
11.000,ue_n042_0001,-371.027,181.324,28.388,true
11.000,ue_ujeongwon_0001,-302.150,393.993,24.690,true
11.000,car_north_peak_002,-246.200,491.874,30.120,true
11.000,car_north_peak_004,-246.050,514.856,30.120,true
12.000,car_north_peak_001_rider,-246.315,467.605,30.118,true
12.000,car_north_peak_003_rider,-246.139,501.146,30.120,true
12.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
12.000,ue_n042_0001,-370.775,182.699,28.388,true
12.000,ue_ujeongwon_0001,-301.153,392.985,24.690,true
12.000,car_north_peak_002,-246.232,486.955,30.120,true
12.000,car_north_peak_004,-246.060,513.367,30.120,true
13.000,car_north_peak_001_rider,-246.263,462.114,30.114,true
13.000,car_north_peak_003_rider,-246.175,495.621,30.120,true
13.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
13.000,ue_n042_0001,-370.517,184.107,28.387,true
13.000,ue_n043_0001,-348.546,85.893,33.376,true
13.000,ue_ujeongwon_0001,-300.108,391.934,24.690,true
13.000,car_north_peak_002,-246.264,482.036,30.120,true
13.000,car_north_peak_004,-246.083,509.817,30.120,true
14.000,car_north_peak_001_rider,-246.212,456.615,30.109,true
14.000,car_north_peak_003_rider,-246.211,490.128,30.120,true
14.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
14.000,ue_n001_0001,-228.656,498.712,30.130,true
14.000,ue_n042_0001,-370.258,185.521,28.386,true
14.000,ue_n043_0001,-347.259,85.426,33.371,true
14.000,ue_ujeongwon_0001,-299.116,390.929,24.690,true
14.000,car_north_peak_002,-246.296,477.117,30.120,true
14.000,car_north_peak_004,-246.118,504.374,30.120,true
14.000,car_north_peak_005,-246.052,514.517,30.120,true
15.000,car_north_peak_001_rider,-246.161,451.116,30.105,true
15.000,car_north_peak_003_rider,-246.246,484.835,30.120,true
15.000,car_north_peak_006_rider,-249.050,514.900,30.120,true
15.000,ue_n001_0001,-227.269,498.328,30.135,true
15.000,ue_n042_0001,-370.002,186.916,28.385,true
15.000,ue_n043_0001,-345.948,84.950,33.367,true
15.000,ue_ujeongwon_0001,-298.158,389.961,24.690,true
