# KHU_Final seed=187, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
2.000,car_north_peak_001_rider,-246.050,514.880,30.120,true
2.000,ue_n043_0001,-349.368,86.191,33.379,true
3.000,car_north_peak_001_rider,-246.055,514.056,30.120,true
3.000,ue_n043_0001,-348.073,85.721,33.374,true
4.000,car_north_peak_001_rider,-246.075,511.115,30.120,true
4.000,ue_n043_0001,-346.748,85.240,33.369,true
5.000,car_north_peak_001_rider,-246.103,506.701,30.120,true
5.000,ue_n043_0001,-345.430,84.762,33.365,true
6.000,car_north_peak_001_rider,-246.132,502.218,30.120,true
6.000,ue_n043_0001,-344.136,84.292,33.360,true
7.000,car_north_peak_001_rider,-246.161,497.754,30.120,true
7.000,ue_n043_0001,-342.834,83.819,33.356,true
8.000,car_north_peak_001_rider,-246.191,493.271,30.120,true
8.000,ue_n043_0001,-341.540,83.350,33.351,true
8.000,ue_n043_0002,-347.790,83.613,33.470,true
9.000,car_north_peak_001_rider,-246.220,488.787,30.120,true
9.000,car_north_peak_002_rider,-246.051,514.732,30.120,true
9.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
9.000,car_north_peak_004_rider,-249.750,514.904,30.120,true
9.000,ue_n043_0001,-340.209,82.866,33.346,true
9.000,ue_n043_0002,-348.383,84.855,33.460,true
9.000,ue_n043_0003,-348.549,85.894,33.376,true
10.000,car_north_peak_001_rider,-246.249,484.329,30.120,true
10.000,car_north_peak_002_rider,-246.064,512.758,30.120,true
10.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
10.000,car_north_peak_004_rider,-249.750,514.904,30.120,true
10.000,ue_n043_0001,-338.908,82.394,33.342,true
10.000,ue_n043_0002,-349.005,86.134,33.430,true
10.000,ue_n043_0003,-347.226,85.414,33.371,true
11.000,car_north_peak_001_rider,-246.278,479.859,30.120,true
11.000,car_north_peak_002_rider,-246.091,508.635,30.120,true
11.000,car_north_peak_003_rider,-249.050,514.900,30.120,true
11.000,car_north_peak_004_rider,-249.750,514.904,30.120,true
11.000,ue_n043_0001,-337.618,81.926,33.337,true
11.000,ue_n043_0002,-349.606,87.377,33.369,true
11.000,ue_n043_0003,-345.888,84.928,33.366,true
11.000,ue_ujeongwon_0001,-309.848,404.038,24.690,true
12.000,car_north_peak_001_rider,-246.307,475.385,30.120,true
12.000,car_north_peak_002_rider,-246.126,503.228,30.120,true
12.000,car_north_peak_003_rider,-242.851,514.714,30.120,true
12.000,car_north_peak_004_rider,-249.750,514.904,30.120,true
12.000,ue_n043_0001,-336.263,81.434,33.332,true
12.000,ue_n043_0002,-350.216,88.636,33.277,true
12.000,ue_n043_0003,-344.587,84.456,33.362,true
12.000,ue_ujeongwon_0001,-310.545,402.793,24.690,true
13.000,car_north_peak_001_rider,-246.336,470.902,30.120,true
13.000,car_north_peak_002_rider,-246.161,497.811,30.120,true
13.000,car_north_peak_003_rider,-242.863,512.809,30.120,true
13.000,car_north_peak_004_rider,-249.750,514.904,30.120,true
13.000,ue_n043_0001,-334.940,80.954,33.328,true
13.000,ue_n043_0002,-350.814,89.873,33.177,true
13.000,ue_n043_0003,-343.318,83.995,33.357,true
13.000,ue_ujeongwon_0001,-309.765,401.675,24.690,true
14.000,car_north_peak_001_rider,-246.304,466.422,30.117,true
14.000,car_north_peak_002_rider,-246.196,492.405,30.120,true
14.000,car_north_peak_003_rider,-242.889,508.812,30.120,true
14.000,car_north_peak_004_rider,-246.050,514.880,30.120,true
14.000,ue_n001_0001,-228.656,498.712,30.130,true
14.000,ue_n043_0001,-333.683,80.498,33.323,true
14.000,ue_n043_0002,-351.389,91.072,33.057,true
14.000,ue_n043_0003,-342.002,83.517,33.353,true
14.000,ue_ujeongwon_0001,-308.771,400.676,24.690,true
15.000,car_north_peak_001_rider,-246.262,461.917,30.113,true
15.000,car_north_peak_002_rider,-246.232,486.991,30.120,true
15.000,car_north_peak_003_rider,-242.927,503.038,30.120,true
15.000,car_north_peak_004_rider,-246.056,514.032,30.120,true
15.000,ue_n001_0001,-227.256,498.325,30.135,true
15.000,ue_n043_0001,-332.396,80.031,33.319,true
15.000,ue_n043_0002,-351.996,92.326,32.913,true
15.000,ue_n043_0003,-340.648,83.026,33.348,true
15.000,ue_ujeongwon_0001,-307.830,399.724,24.690,true
16.000,car_north_peak_001_rider,-246.220,457.435,30.110,true
16.000,car_north_peak_002_rider,-246.267,481.591,30.120,true
16.000,car_north_peak_003_rider,-242.966,497.040,30.120,true
16.000,car_north_peak_004_rider,-246.075,510.980,30.120,true
16.000,ue_n001_0001,-225.906,497.951,30.139,true
16.000,ue_n043_0001,-331.113,79.565,33.314,true
16.000,ue_n043_0002,-352.588,93.534,32.765,true
16.000,ue_n043_0003,-339.377,82.565,33.343,true
16.000,ue_ujeongwon_0001,-306.840,398.723,24.690,true
17.000,car_north_peak_001_rider,-246.178,452.947,30.106,true
17.000,car_north_peak_002_rider,-246.302,476.178,30.120,true
17.000,car_north_peak_003_rider,-243.005,491.047,30.120,true
17.000,car_north_peak_004_rider,-246.107,506.046,30.120,true
17.000,ue_n001_0001,-224.566,497.580,30.144,true
17.000,ue_n043_0001,-329.817,79.094,33.310,true
17.000,ue_n043_0002,-353.209,94.832,32.576,true
17.000,ue_n043_0003,-338.091,82.098,33.339,true
17.000,ue_ujeongwon_0001,-305.814,397.689,24.690,true
17.000,car_north_peak_005,-246.050,514.807,30.120,true
18.000,car_north_peak_001_rider,-246.136,448.471,30.103,true
18.000,car_north_peak_002_rider,-246.337,470.770,30.120,true
18.000,car_north_peak_003_rider,-243.044,485.053,30.120,true
18.000,car_north_peak_004_rider,-246.142,500.814,30.120,true
18.000,ue_n001_0001,-223.202,497.203,30.148,true
18.000,ue_n043_0001,-328.521,78.624,33.305,true
18.000,ue_n043_0002,-353.791,96.036,32.386,true
18.000,ue_n043_0003,-336.741,81.608,33.334,true
18.000,ue_ujeongwon_0001,-304.813,396.681,24.690,true
18.000,car_north_peak_005,-246.062,513.093,30.120,true
19.000,car_north_peak_001_rider,-246.113,444.010,30.100,true
19.000,car_north_peak_002_rider,-246.294,465.350,30.116,true
19.000,car_north_peak_003_rider,-243.083,479.048,30.120,true
19.000,car_north_peak_004_rider,-246.176,495.582,30.120,true
19.000,ue_n001_0001,-221.882,496.838,30.152,true
19.000,ue_n043_0001,-327.231,78.156,33.301,true
19.000,ue_n043_0002,-354.393,97.286,32.166,true
19.000,ue_n043_0003,-335.467,81.145,33.330,true
19.000,ue_ujeongwon_0001,-303.848,395.709,24.690,true
19.000,car_north_peak_005,-246.086,509.332,30.120,true
20.000,car_north_peak_001_rider,-246.189,439.533,30.100,true
20.000,car_north_peak_002_rider,-246.243,459.947,30.112,true
20.000,car_north_peak_003_rider,-243.122,473.039,30.120,true
20.000,car_north_peak_004_rider,-246.210,490.351,30.120,true
20.000,ue_n001_0001,-220.496,496.454,30.157,true
20.000,ue_n042_0001,-369.504,182.180,28.370,true
20.000,ue_n043_0001,-325.899,77.672,33.296,true
20.000,ue_n043_0002,-354.980,98.496,31.932,true
20.000,ue_n043_0003,-334.119,80.656,33.325,true
20.000,ue_ujeongwon_0001,-302.842,394.695,24.690,true
20.000,car_north_peak_005,-246.122,503.805,30.120,true
21.000,car_north_peak_001_rider,-246.266,435.054,30.100,true
21.000,car_north_peak_002_rider,-246.193,454.538,30.108,true
21.000,car_north_peak_003_rider,-243.109,467.043,30.117,true
21.000,car_north_peak_004_rider,-246.244,485.120,30.120,true
21.000,ue_n001_0001,-219.136,496.078,30.162,true
21.000,ue_n042_0001,-369.666,182.888,28.370,true
21.000,ue_n043_0001,-324.621,77.208,33.291,true
21.000,ue_n043_0002,-355.583,99.739,31.691,true
21.000,ue_n043_0003,-332.855,80.197,33.320,true
21.000,ue_ujeongwon_0001,-301.857,393.696,24.690,true
21.000,car_north_peak_005,-246.159,498.159,30.120,true
22.000,car_north_peak_001_rider,-246.346,430.578,30.100,true
22.000,car_north_peak_002_rider,-246.142,449.130,30.104,true
22.000,car_north_peak_003_rider,-243.053,461.048,30.113,true
22.000,car_north_peak_004_rider,-246.278,479.886,30.120,true
22.000,ue_n001_0001,-217.819,495.713,30.166,true
22.000,ue_n042_0001,-369.873,184.314,28.370,true
22.000,ue_n043_0001,-323.241,77.167,33.290,true
22.000,ue_n043_0002,-356.174,100.967,31.446,true
22.000,ue_n043_0003,-331.556,79.726,33.316,true
22.000,ue_ujeongwon_0001,-300.868,392.699,24.690,true
22.000,car_north_peak_005,-246.195,492.650,30.120,true
23.000,car_north_peak_001_rider,-246.426,426.107,30.100,true
23.000,car_north_peak_002_rider,-246.118,443.717,30.100,true
23.000,car_north_peak_003_rider,-242.998,455.063,30.108,true
23.000,car_north_peak_004_rider,-246.312,474.657,30.120,true
23.000,ue_n001_0001,-216.448,495.365,30.166,true
23.000,ue_n042_0001,-370.060,185.670,28.370,true
23.000,ue_n043_0001,-321.846,77.305,33.290,true
23.000,ue_n043_0002,-356.762,102.190,31.190,true
23.000,ue_n043_0003,-330.246,79.250,33.311,true
23.000,ue_ujeongwon_0001,-299.887,391.711,24.690,true
23.000,ue_ujeongwon_0002,-309.638,404.415,24.690,true
23.000,car_north_peak_005,-246.230,487.257,30.120,true
24.000,car_north_peak_001_rider,-246.508,421.617,30.100,true
24.000,car_north_peak_002_rider,-246.211,438.301,30.100,true
24.000,car_north_peak_003_rider,-242.942,449.062,30.103,true
24.000,car_north_peak_004_rider,-246.332,469.418,30.119,true
24.000,ue_n001_0001,-215.074,495.312,30.124,true
24.000,ue_n042_0001,-370.264,187.071,28.370,true
24.000,ue_n043_0001,-320.420,77.445,33.290,true
24.000,ue_n043_0002,-357.386,103.466,30.930,true
24.000,ue_n043_0003,-328.935,78.774,33.307,true
24.000,ue_ujeongwon_0001,-298.892,390.703,24.690,true
24.000,ue_ujeongwon_0002,-310.354,403.135,24.690,true
24.000,car_north_peak_005,-246.265,481.918,30.120,true
25.000,car_north_peak_001_rider,-246.589,417.143,30.100,true
25.000,car_north_peak_002_rider,-246.304,432.889,30.100,true
25.000,car_north_peak_003_rider,-242.928,443.067,30.100,true
25.000,car_north_peak_004_rider,-246.283,464.191,30.115,true
25.000,ue_n001_0001,-213.652,495.257,30.079,true
25.000,ue_n042_0001,-370.457,188.478,28.370,true
25.000,ue_n043_0001,-319.034,77.582,33.290,true
25.000,ue_n043_0002,-357.979,104.694,30.663,true
25.000,ue_n043_0003,-327.630,78.300,33.302,true
25.000,ue_ujeongwon_0001,-297.898,389.699,24.690,true
25.000,ue_ujeongwon_0002,-310.056,401.968,24.690,true
25.000,car_north_peak_005,-246.299,476.621,30.120,true
26.000,car_north_peak_001_rider,-246.594,412.663,30.100,true
26.000,car_north_peak_002_rider,-246.402,427.470,30.100,true
26.000,car_north_peak_003_rider,-243.031,437.080,30.100,true
26.000,car_north_peak_004_rider,-246.234,458.965,30.111,true
26.000,ue_n001_0001,-212.230,495.202,30.035,true
26.000,ue_n042_0001,-370.646,189.850,28.370,true
26.000,ue_n043_0001,-317.641,77.719,33.290,true
26.000,ue_n043_0002,-358.568,105.930,30.420,true
26.000,ue_n043_0003,-326.309,77.821,33.297,true
26.000,ue_ujeongwon_0001,-296.914,388.709,24.690,true
26.000,ue_ujeongwon_0002,-309.064,400.971,24.690,true
26.000,car_north_peak_005,-246.333,471.345,30.120,true
27.000,car_north_peak_001_rider,-246.587,408.178,30.100,true
27.000,car_north_peak_002_rider,-246.500,422.061,30.100,true
27.000,car_north_peak_003_rider,-243.135,431.090,30.100,true
27.000,car_north_peak_004_rider,-246.185,453.728,30.107,true
27.000,ue_n001_0001,-210.854,495.194,30.001,true
27.000,ue_n042_0001,-370.849,191.246,28.370,true
27.000,ue_n043_0001,-316.218,77.859,33.290,true
27.000,ue_n043_0002,-359.153,107.148,30.171,true
27.000,ue_n043_0003,-324.983,77.340,33.293,true
27.000,ue_ujeongwon_0001,-295.929,387.716,24.690,true
27.000,ue_ujeongwon_0002,-308.062,399.959,24.690,true
27.000,car_north_peak_005,-246.300,466.087,30.117,true
28.000,car_north_peak_001_rider,-246.580,403.702,30.100,true
28.000,car_north_peak_002_rider,-246.597,416.702,30.100,true
28.000,car_north_peak_003_rider,-243.244,425.106,30.100,true
28.000,car_north_peak_004_rider,-246.136,448.502,30.103,true
28.000,ue_n001_0001,-209.499,495.252,29.980,true
28.000,ue_n042_0001,-371.044,192.657,28.370,true
28.000,ue_n043_0001,-314.801,77.999,33.290,true
28.000,ue_n043_0002,-359.770,108.408,29.934,true
28.000,ue_n043_0003,-323.595,77.132,33.290,true
28.000,ue_ujeongwon_0001,-294.970,386.751,24.690,true
28.000,ue_ujeongwon_0002,-307.077,398.962,24.690,true
28.000,car_north_peak_005,-246.252,460.843,30.113,true
29.000,car_north_peak_001_rider,-246.573,399.216,30.100,true
29.000,car_north_peak_002_rider,-246.592,411.649,30.100,true
29.000,car_north_peak_003_rider,-243.353,419.101,30.100,true
29.000,car_north_peak_004_rider,-246.125,443.281,30.100,true
29.000,ue_n001_0001,-208.077,495.353,29.978,true
29.000,ue_n042_0001,-371.247,194.055,28.370,true
29.000,ue_n043_0001,-313.392,78.137,33.290,true
29.000,ue_n043_0002,-360.361,109.626,29.729,true
29.000,ue_n043_0003,-322.212,77.269,33.290,true
29.000,ue_ujeongwon_0001,-294.011,385.784,24.690,true
29.000,ue_ujeongwon_0002,-306.110,397.987,24.690,true
29.000,car_north_peak_005,-246.203,455.609,30.109,true
30.000,car_north_peak_001_rider,-246.566,394.746,30.100,true
30.000,car_north_peak_002_rider,-246.585,406.827,30.100,true
30.000,car_north_peak_003_rider,-243.395,413.108,30.100,true
30.000,car_north_peak_004_rider,-246.215,438.058,30.100,true
30.000,ue_n001_0001,-206.669,495.484,29.992,true
30.000,ue_n042_0001,-371.433,195.405,28.370,true
30.000,ue_n043_0001,-311.987,78.276,33.290,true
30.000,ue_n043_0002,-360.958,110.876,29.565,true
30.000,ue_n043_0003,-320.843,77.403,33.290,true
30.000,ue_ujeongwon_0001,-293.038,384.804,24.690,true
30.000,ue_ujeongwon_0002,-305.129,396.999,24.690,true
30.000,car_north_peak_005,-246.154,450.386,30.104,true
31.000,car_north_peak_001_rider,-246.559,390.251,30.100,true
31.000,car_north_peak_002_rider,-246.577,402.121,30.100,true
31.000,car_north_peak_003_rider,-243.385,407.121,30.100,true
31.000,car_north_peak_004_rider,-246.305,432.833,30.100,true
31.000,ue_n001_0001,-205.336,495.609,30.006,true
31.000,ue_n042_0001,-371.625,196.806,28.370,true
31.000,ue_n043_0001,-310.605,78.412,33.290,true
31.000,ue_n043_0002,-361.562,112.118,29.427,true
31.000,ue_n043_0003,-319.465,77.539,33.290,true
31.000,ue_ujeongwon_0001,-292.056,383.816,24.690,true
31.000,ue_ujeongwon_0002,-304.117,395.980,24.690,true
31.000,car_north_peak_005,-246.105,445.163,30.100,true
32.000,car_north_peak_001_rider,-246.551,385.759,30.100,true
32.000,car_north_peak_002_rider,-246.570,397.515,30.100,true
32.000,car_north_peak_003_rider,-243.376,401.137,30.100,true
32.000,car_north_peak_004_rider,-246.399,427.606,30.100,true
32.000,ue_n001_0001,-203.875,495.619,30.010,true
32.000,ue_n042_0001,-371.829,198.203,28.370,true
32.000,ue_n043_0001,-309.266,78.544,33.290,true
32.000,ue_n043_0002,-362.159,113.364,29.309,true
32.000,ue_n043_0003,-318.034,77.680,33.290,true
32.000,ue_ujeongwon_0001,-291.069,382.820,24.690,true
32.000,ue_ujeongwon_0002,-303.133,394.989,24.690,true
32.000,car_north_peak_005,-246.183,439.933,30.100,true
33.000,car_north_peak_001_rider,-246.544,381.290,30.100,true
33.000,car_north_peak_002_rider,-246.563,392.964,30.100,true
33.000,car_north_peak_003_rider,-243.366,395.147,30.100,true
33.000,car_north_peak_004_rider,-246.494,422.364,30.100,true
33.000,ue_n001_0001,-202.470,495.576,30.010,true
33.000,ue_n042_0001,-372.017,199.567,28.370,true
33.000,ue_n043_0001,-307.896,78.679,33.290,true
33.000,ue_n043_0002,-362.783,114.641,29.212,true
33.000,ue_n043_0003,-316.621,77.819,33.290,true
33.000,ue_ujeongwon_0001,-290.057,381.789,24.690,true
33.000,ue_ujeongwon_0002,-302.179,394.023,24.690,true
33.000,car_north_peak_005,-246.273,434.692,30.100,true
34.000,car_north_peak_001_rider,-246.467,376.800,30.100,true
34.000,car_north_peak_002_rider,-246.556,388.430,30.100,true
34.000,car_north_peak_003_rider,-243.357,389.161,30.100,true
34.000,car_north_peak_004_rider,-246.588,417.146,30.100,true
34.000,ue_n001_0001,-201.058,495.533,30.010,true
34.000,ue_n042_0001,-372.216,200.948,28.370,true
34.000,ue_n043_0001,-306.508,78.816,33.290,true
34.000,ue_n043_0002,-363.354,115.823,29.130,true
34.000,ue_n043_0003,-315.201,77.959,33.290,true
34.000,ue_ujeongwon_0001,-289.097,380.818,24.690,true
34.000,ue_ujeongwon_0002,-301.179,393.011,24.690,true
34.000,car_north_peak_005,-246.366,429.467,30.100,true
35.000,car_north_peak_001_rider,-246.279,372.338,30.100,true
35.000,car_north_peak_002_rider,-246.548,383.915,30.100,true
35.000,car_north_peak_003_rider,-243.347,383.167,30.100,true
35.000,car_north_peak_004_rider,-246.593,411.918,30.100,true
35.000,ue_n001_0001,-199.635,495.590,30.190,true
35.000,ue_n042_0001,-372.401,202.275,28.370,true
35.000,ue_n043_0001,-305.118,78.953,33.290,true
35.000,ue_n043_0002,-363.955,117.075,29.070,true
35.000,ue_n043_0003,-313.812,78.096,33.290,true
35.000,ue_ujeongwon_0001,-288.096,379.810,24.690,true
35.000,ue_ujeongwon_0002,-300.190,392.016,24.690,true
35.000,car_north_peak_005,-246.460,424.233,30.100,true
36.000,car_north_peak_001_rider,-246.091,367.863,30.100,true
36.000,car_north_peak_002_rider,-246.541,379.435,30.100,true
36.000,car_north_peak_003_rider,-243.167,377.164,30.100,true
36.000,car_north_peak_004_rider,-246.584,406.685,30.100,true
36.000,ue_n001_0001,-198.228,495.504,30.382,true
36.000,ue_n042_0001,-372.593,203.675,28.370,true
36.000,ue_n043_0001,-303.724,79.090,33.290,true
