# KHU_Final seed=319, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,car_north_peak_001,-246.051,514.734,30.120,true
2.000,car_north_peak_001,-246.064,512.792,30.120,true
3.000,car_north_peak_001,-246.090,508.674,30.120,true
4.000,ue_n001_0001,-228.389,498.638,30.131,true
4.000,car_north_peak_001,-246.125,503.341,30.120,true
5.000,ue_n001_0001,-227.054,498.269,30.135,true
5.000,ue_ujeongwon_0001,-309.991,403.783,24.690,true
5.000,car_north_peak_001,-246.160,498.014,30.120,true
6.000,ue_n001_0001,-225.692,497.892,30.140,true
6.000,ue_ujeongwon_0001,-310.597,402.512,24.690,true
6.000,car_north_peak_001,-246.195,492.665,30.120,true
7.000,ue_n001_0001,-224.353,497.521,30.144,true
7.000,ue_ujeongwon_0001,-309.596,401.506,24.690,true
7.000,car_north_peak_001,-246.229,487.323,30.120,true
8.000,ue_n001_0001,-223.052,497.161,30.149,true
8.000,ue_ujeongwon_0001,-308.598,400.501,24.690,true
8.000,car_north_peak_001,-246.264,481.997,30.120,true
8.000,car_north_peak_002,-246.055,514.035,30.120,true
9.000,ue_n001_0001,-221.717,496.792,30.153,true
9.000,ue_ujeongwon_0001,-307.603,399.494,24.690,true
9.000,car_north_peak_001,-246.299,476.660,30.120,true
9.000,car_north_peak_002,-246.075,511.100,30.120,true
10.000,ue_n001_0001,-220.385,496.423,30.157,true
10.000,ue_n042_0001,-369.223,182.055,28.370,true
10.000,ue_ujeongwon_0001,-306.602,398.483,24.690,true
10.000,ue_ujeongwon_0002,-309.637,404.415,24.690,true
10.000,car_north_peak_001,-246.333,471.327,30.120,true
10.000,car_north_peak_002,-246.107,506.097,30.120,true
10.000,car_north_peak_003,-246.050,514.807,30.120,true
11.000,ue_n001_0001,-219.039,496.051,30.162,true
11.000,ue_n042_0001,-369.624,182.573,28.370,true
11.000,ue_ujeongwon_0001,-305.612,397.486,24.690,true
11.000,ue_ujeongwon_0002,-310.329,403.180,24.690,true
11.000,car_north_peak_001,-246.300,465.998,30.117,true
