# KHU_Final seed=238, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,car_north_peak_001_rider,-246.050,514.880,30.120,true
1.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
2.000,car_north_peak_001_rider,-246.054,514.204,30.120,true
2.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
2.000,car_north_peak_003_rider,-249.750,514.904,30.120,true
3.000,car_north_peak_001_rider,-246.073,511.398,30.120,true
3.000,car_north_peak_002_rider,-249.050,514.900,30.120,true
3.000,car_north_peak_003_rider,-249.750,514.904,30.120,true
4.000,car_north_peak_001_rider,-246.103,506.695,30.120,true
4.000,car_north_peak_002_rider,-246.050,514.880,30.120,true
4.000,car_north_peak_003_rider,-249.750,514.904,30.120,true
4.000,ue_n043_0001,-348.933,86.033,33.377,true
5.000,car_north_peak_001_rider,-246.136,501.592,30.120,true
5.000,car_north_peak_002_rider,-246.054,514.224,30.120,true
5.000,car_north_peak_003_rider,-249.750,514.904,30.120,true
5.000,ue_n043_0001,-347.633,85.561,33.372,true
6.000,car_north_peak_001_rider,-246.170,496.494,30.120,true
6.000,car_north_peak_002_rider,-246.072,511.498,30.120,true
6.000,car_north_peak_003_rider,-249.750,514.904,30.120,true
6.000,ue_n043_0001,-346.346,85.094,33.368,true
7.000,car_north_peak_001_rider,-246.203,491.398,30.120,true
7.000,car_north_peak_002_rider,-246.103,506.701,30.120,true
7.000,car_north_peak_003_rider,-246.050,514.880,30.120,true
7.000,ue_n001_0001,-227.453,498.379,30.134,true
7.000,ue_n043_0001,-345.068,84.630,33.363,true
8.000,car_north_peak_001_rider,-246.236,486.301,30.120,true
8.000,car_north_peak_002_rider,-246.140,500.989,30.120,true
8.000,car_north_peak_003_rider,-246.054,514.204,30.120,true
8.000,ue_n001_0001,-226.134,498.014,30.138,true
8.000,ue_n043_0001,-343.778,84.162,33.359,true
9.000,car_north_peak_001_rider,-246.269,481.193,30.120,true
9.000,car_north_peak_002_rider,-246.177,495.295,30.120,true
9.000,car_north_peak_003_rider,-246.073,511.351,30.120,true
9.000,ue_n001_0001,-224.809,497.648,30.143,true
9.000,ue_n001_0002,-236.995,501.618,30.120,true
9.000,ue_n043_0001,-342.488,83.694,33.354,true
10.000,car_north_peak_001_rider,-246.302,476.085,30.120,true
10.000,car_north_peak_002_rider,-246.215,489.597,30.120,true
10.000,car_north_peak_003_rider,-246.105,506.373,30.120,true
10.000,ue_n001_0001,-223.417,497.262,30.147,true
10.000,ue_n001_0002,-238.424,501.641,30.120,true
10.000,ue_n043_0001,-341.161,83.212,33.350,true
