# KHU_Final seed=166, exported via export_ue_positions.py
time_s,ue_id,x,y,z,active
1.000,car_north_peak_001_rider,-246.050,514.806,30.120,true
2.000,car_north_peak_001_rider,-246.062,513.058,30.120,true
2.000,ue_n001_0001,-227.544,498.404,30.134,true
3.000,car_north_peak_001_rider,-246.088,509.091,30.120,true
3.000,ue_n001_0001,-226.240,498.044,30.138,true
4.000,car_north_peak_001_rider,-246.121,503.894,30.120,true
4.000,ue_n001_0001,-224.892,497.670,30.142,true
5.000,car_north_peak_001_rider,-246.156,498.667,30.120,true
5.000,ue_n001_0001,-223.496,497.284,30.147,true
5.000,ue_n043_0001,-348.208,84.485,33.470,true
5.000,car_north_peak_002,-246.054,514.216,30.120,true
6.000,car_north_peak_001_rider,-246.190,493.438,30.120,true
6.000,ue_n001_0001,-222.154,496.913,30.152,true
6.000,ue_n043_0001,-348.823,85.763,33.440,true
6.000,car_north_peak_002,-246.072,511.424,30.120,true
7.000,car_north_peak_001_rider,-246.223,488.229,30.120,true
7.000,ue_n001_0001,-220.797,496.537,30.156,true
7.000,ue_n043_0001,-349.422,87.000,33.383,true
7.000,car_north_peak_002,-246.104,506.568,30.120,true
7.000,car_north_peak_003,-246.050,514.855,30.120,true
8.000,car_north_peak_001_rider,-246.257,483.009,30.120,true
8.000,ue_n001_0001,-219.465,496.169,30.160,true
8.000,ue_n043_0001,-350.031,88.246,33.312,true
8.000,car_north_peak_002,-246.141,500.961,30.120,true
8.000,car_north_peak_003,-246.060,513.344,30.120,true
9.000,car_north_peak_001_rider,-246.291,477.803,30.120,true
9.000,car_north_peak_004_rider,-249.050,514.900,30.120,true
9.000,ue_n001_0001,-218.152,495.806,30.165,true
9.000,ue_n043_0001,-350.624,89.477,33.213,true
9.000,car_north_peak_002,-246.177,495.329,30.120,true
9.000,car_north_peak_003,-246.084,509.631,30.120,true
10.000,car_north_peak_001_rider,-246.325,472.594,30.120,true
10.000,car_north_peak_004_rider,-246.050,514.856,30.120,true
10.000,ue_n001_0001,-216.779,495.426,30.169,true
10.000,ue_n043_0001,-351.211,90.696,33.103,true
10.000,car_north_peak_002,-246.214,489.718,30.120,true
10.000,car_north_peak_003,-246.122,503.890,30.120,true
11.000,car_north_peak_001_rider,-246.312,467.366,30.118,true
11.000,car_north_peak_004_rider,-246.060,513.371,30.120,true
11.000,ue_n001_0001,-215.396,495.324,30.134,true
11.000,ue_n043_0001,-351.828,91.972,32.959,true
11.000,car_north_peak_002,-246.250,484.085,30.120,true
11.000,car_north_peak_003,-246.162,497.726,30.120,true
12.000,car_north_peak_001_rider,-246.264,462.137,30.114,true
12.000,car_north_peak_004_rider,-246.083,509.770,30.120,true
12.000,ue_n001_0001,-213.970,495.269,30.089,true
12.000,ue_n043_0001,-352.425,93.206,32.807,true
12.000,ue_n043_0002,-348.091,84.237,33.470,true
12.000,car_north_peak_002,-246.287,478.467,30.120,true
12.000,car_north_peak_003,-246.200,491.782,30.120,true
13.000,car_north_peak_001_rider,-246.215,456.914,30.110,true
13.000,car_north_peak_004_rider,-246.119,504.258,30.120,true
13.000,ue_n001_0001,-212.617,495.217,30.047,true
13.000,ue_n043_0001,-353.030,94.454,32.636,true
13.000,ue_n043_0002,-348.689,85.477,33.443,true
13.000,car_north_peak_002,-246.324,472.834,30.120,true
13.000,car_north_peak_003,-246.238,485.942,30.120,true
14.000,car_north_peak_001_rider,-246.166,451.695,30.106,true
14.000,car_north_peak_004_rider,-246.158,498.302,30.120,true
14.000,ue_n001_0001,-211.263,495.176,30.008,true
14.000,ue_n043_0001,-353.616,95.683,32.443,true
14.000,ue_n043_0002,-349.290,86.725,33.402,true
14.000,car_north_peak_002,-246.311,467.225,30.118,true
14.000,car_north_peak_003,-246.276,480.190,30.120,true
