time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
1.5,ue_n042_0001,gNB_4G_2,-69,gNB_4G_1,-89,0.114688,0,-1,0,42.0361,28
2.5,ue_n042_0001,gNB_4G_2,-68,gNB_4G_1,-89,0.270336,0,-1,0,43.4068,28
3.5,ue_n042_0001,gNB_4G_2,-67,gNB_4G_1,-87,0.278528,0,-1,0,45.8446,28
3.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-79,0.04096,0,-1,0,63.0414,28
4.5,ue_n042_0001,gNB_4G_2,-67,gNB_4G_1,-89,0.270336,0,-1,0,43.5109,28
4.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-78,0.098304,0,-1,0,66.7978,28
4.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-68,0.155648,0,-1,0,59.6383,0
4.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-68,0.385024,0,-1,0,56.7482,28
4.5,ue_n042_0002,gNB_4G_2,-68,gNB_4G_1,-81,0.32768,0,-1,0,43.9303,28
5.5,ue_n042_0001,gNB_4G_2,-66,gNB_4G_1,-90,0.270336,0,-1,0,26.6449,25
5.5,car_north_peak_001,gNB_4G_1,-45,gNB_4G_2,-77,0.098304,0,-1,0,62.3335,25
5.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-68,0.311296,0,-1,0,59.6383,0
5.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-68,0.8192,0,-1,0,58.2566,28
5.5,ue_n042_0002,gNB_4G_2,-67,gNB_4G_1,-85,0.679936,0,-1,0,43.4065,28
6.5,ue_n042_0001,gNB_4G_2,-66,gNB_4G_1,-86,0.278528,0,-1,0,24.1646,24
6.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-76,0.098304,0,-1,0,62.7924,28
6.5,car_north_peak_002_rider,gNB_4G_1,-46,gNB_4G_2,-71,0.319488,0,-1,0,37.2981,0
6.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-68,0.8192,0,-1,0,22.2737,20
6.5,ue_n042_0002,gNB_4G_2,-66,gNB_4G_1,-87,0.679936,0,-1,0,21.5729,23
7.5,ue_n042_0001,gNB_4G_2,-66,gNB_4G_1,-87,0.270336,0,-1,0,45.7298,28
7.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-77,0.090112,0,-1,0,61.8468,28
7.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-77,0.311296,0,-1,0,66.254,0
7.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-68,0.8192,0,-1,0,58.2566,28
7.5,ue_n042_0002,gNB_4G_2,-66,gNB_4G_1,-88,0.688128,0,-1,0,43.4995,28
7.5,ue_ujeongwon_0001,gNB_4G_1,-60,gNB_4G_2,-105,0.172032,0,-1,0,49.4398,28
8.5,ue_n042_0001,gNB_4G_2,-64,gNB_4G_1,-89,0.270336,0,-1,0,25.6233,27
8.5,car_north_peak_001,gNB_4G_1,-46,gNB_4G_2,-77,0.098304,0,-1,0,37.5476,28
8.5,car_north_peak_002_rider,gNB_4G_1,-45,gNB_4G_2,-76,0.311296,0,-1,0,62.3335,0
8.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-68,0.8192,0,-1,0,58.2566,28
8.5,ue_n042_0002,gNB_4G_2,-67,gNB_4G_1,-90,0.679936,0,-1,0,43.66,28
8.5,ue_ujeongwon_0001,gNB_4G_1,-62,gNB_4G_2,-105,0.393216,0,-1,0,49.7143,28
9.5,ue_n042_0001,gNB_4G_2,-62,gNB_4G_1,-91,0.278528,0,-1,0,32.2321,28
9.5,car_north_peak_001,gNB_4G_1,-46,gNB_4G_2,-77,0.098304,0,-1,0,63.1849,28
9.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-77,0.319488,0,-1,0,62.797,0
9.5,car_north_peak_003_rider,gNB_4G_1,-46,gNB_4G_2,-71,0.8192,0,-1,0,36.8457,28
9.5,ue_n042_0002,gNB_4G_2,-67,gNB_4G_1,-87,0.688128,0,-1,0,44.0249,28
9.5,ue_ujeongwon_0001,gNB_4G_1,-60,gNB_4G_2,-106,0.385024,0,-1,0,52.5215,28
10.5,ue_n042_0001,gNB_4G_2,-61,gNB_4G_1,-88,0.270336,0,-1,0,30.6696,28
10.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-77,0.098304,0,-1,0,36.3045,28
10.5,car_north_peak_002_rider,gNB_4G_1,-50,gNB_4G_2,-79,0.311296,0,-1,0,56.3416,0
10.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-78,0.8192,0,-1,0,66.2546,28
10.5,ue_n042_0002,gNB_4G_2,-65,gNB_4G_1,-87,0.679936,0,-1,0,45.7069,28
10.5,ue_ujeongwon_0001,gNB_4G_1,-59,gNB_4G_2,-106,0.393216,0,-1,0,52.5829,28
11.5,ue_n042_0001,gNB_4G_2,-59,gNB_4G_1,-88,0.270336,0,-1,0,39.7001,28
11.5,car_north_peak_001,gNB_4G_1,-47,gNB_4G_2,-71,0.090112,0,-1,0,66.8531,28
11.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-79,0.319488,0,-1,0,32.7349,0
11.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-78,0.8192,0,-1,0,60.325,28
11.5,ue_n042_0002,gNB_4G_2,-64,gNB_4G_1,-89,0.679936,0,-1,0,31.6237,28
11.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_4G_2,-105,0.393216,0,-1,0,52.8701,28
12.5,ue_n042_0001,gNB_4G_2,-56,gNB_4G_1,-89,0.278528,0,-1,0,35.8392,28
12.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-63,0.098304,0,-1,0,65.9463,28
12.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-78,0.311296,0,-1,0,66.0876,0
12.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-77,0.8192,0,-1,0,37.5562,28
12.5,ue_n042_0002,gNB_4G_2,-63,gNB_4G_1,-89,0.688128,0,-1,0,48.8249,28
12.5,ue_ujeongwon_0001,gNB_4G_1,-57,gNB_4G_2,-105,0.385024,0,-1,0,54.9878,28
12.5,car_north_peak_004,gNB_4G_1,-44,gNB_4G_2,-79,0.073728,0,-1,0,63.0385,28
13.5,ue_n042_0001,gNB_4G_2,-55,gNB_4G_1,-90,0.270336,0,-1,0,55.3388,28
13.5,car_north_peak_001,gNB_4G_1,-44,gNB_4G_2,-66,0.098304,0,-1,0,71.2781,28
13.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-77,0.319488,0,-1,0,67.7579,0
13.5,car_north_peak_003_rider,gNB_4G_1,-49,gNB_4G_2,-76,0.8192,0,-1,0,61.998,28
13.5,ue_n042_0002,gNB_4G_2,-62,gNB_4G_1,-86,0.679936,0,-1,0,49.634,28
13.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_4G_2,-98,0.393216,0,-1,0,49.76,28
13.5,car_north_peak_004,gNB_4G_1,-44,gNB_4G_2,-78,0.16384,0,-1,0,66.7919,28
14.5,ue_n042_0001,gNB_4G_2,-55,gNB_4G_1,-90,0.270336,0,-1,0,41.6402,28
14.5,car_north_peak_001,gNB_4G_1,-42,gNB_4G_2,-68,0.098304,0,-1,0,66.8562,28
14.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-68,0.311296,0,-1,0,67.7198,0
14.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_4G_2,-79,0.8192,0,-1,0,62.2986,28
14.5,ue_n042_0002,gNB_4G_2,-58,gNB_4G_1,-89,0.679936,0,-1,0,53.8803,28
14.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_4G_2,-91,0.385024,0,-1,0,40.9435,28
14.5,car_north_peak_004,gNB_4G_1,-46,gNB_4G_2,-78,0.155648,0,-1,0,64.5962,28
15.5,ue_n042_0001,gNB_4G_2,-54,gNB_4G_1,-87,0.278528,0,-1,0,38.712,28
15.5,car_north_peak_001,gNB_4G_1,-43,gNB_4G_2,-67,0.098304,0,-1,0,70.347,28
15.5,car_north_peak_002_rider,gNB_4G_1,-43,gNB_4G_2,-64,0.319488,0,-1,0,67.3407,0
15.5,car_north_peak_003_rider,gNB_4G_1,-49,gNB_4G_2,-80,0.8192,0,-1,0,47.6258,28
15.5,ue_n042_0002,gNB_4G_2,-56,gNB_4G_1,-89,0.688128,0,-1,0,54.6108,28
15.5,ue_ujeongwon_0001,gNB_4G_1,-57,gNB_4G_2,-90,0.393216,0,-1,0,51.8972,28
15.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-77,0.16384,0,-1,0,59.8086,28
15.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.172032,0,-1,0,64.1281,28
16.5,ue_n042_0001,gNB_4G_2,-57,gNB_4G_1,-89,0.270336,0,-1,0,35.244,28
16.5,car_north_peak_001,gNB_4G_1,-43,gNB_4G_2,-67,0.090112,0,-1,0,66.4125,28
16.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.311296,0,-1,0,64.7204,0
16.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_4G_2,-76,0.8192,0,-1,0,58.3568,28
16.5,ue_n042_0002,gNB_4G_2,-55,gNB_4G_1,-89,0.679936,0,-1,0,38.9748,28
16.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_4G_2,-88,0.393216,0,-1,0,35.3297,28
16.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-77,0.16384,0,-1,0,61.8516,28
16.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.4096,0,-1,0,30.5463,28
17.5,ue_n042_0001,gNB_4G_2,-56,gNB_4G_1,-90,0.270336,0,-1,0,35.9408,28
17.5,car_north_peak_001,gNB_4G_1,-38,gNB_4G_2,-77,0.098304,0,-1,0,72.6093,28
17.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.319488,0,-1,0,67.9154,0
17.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_4G_2,-76,0.8192,0,-1,0,60.9945,28
17.5,ue_n042_0002,gNB_4G_2,-55,gNB_4G_1,-89,0.679936,0,-1,0,50.4148,28
17.5,ue_ujeongwon_0001,gNB_4G_1,-55,gNB_4G_2,-89,0.385024,0,-1,0,55.6199,28
17.5,car_north_peak_004,gNB_4G_1,-47,gNB_4G_2,-77,0.155648,0,-1,0,62.2639,28
17.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,61.4039,28
18.5,ue_n042_0001,gNB_4G_2,-57,gNB_4G_1,-91,0.278528,0,-1,0,39.8609,28
18.5,car_north_peak_001,gNB_4G_1,-38,gNB_4G_2,-85,0.098304,0,-1,0,70.4493,28
18.5,car_north_peak_002_rider,gNB_4G_1,-51,gNB_4G_2,-63,0.311296,0,-1,0,71.4278,0
18.5,car_north_peak_003_rider,gNB_4G_1,-50,gNB_4G_2,-75,0.8192,0,-1,0,66.0759,28
18.5,ue_n042_0002,gNB_4G_2,-59,gNB_4G_1,-89,0.688128,0,-1,0,52.2982,28
18.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_4G_2,-92,0.393216,0,-1,0,53.6631,28
18.5,car_north_peak_004,gNB_4G_1,-47,gNB_4G_2,-77,0.16384,0,-1,0,63.1555,28
18.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,63.7206,28
